"ID","ShipName","LogbookIdent","Duplicate"
1764,"Vliegende Faam","MCC_20_1166",0
1765,"Vliegende Faam","MCC_20_1172",0
1766,"Vliegende Faam","MCC_20_1179",0
1767,"Vliegende Faam","MCC_20_1184",0
1768,"Vliegende Faam","MCC_20_1189",0
1769,"Vliegende Faam","MCC_20_1193",0
1770,"Vliegende Faam","WIC_115_1022",0
1771,"Vliegende Visch","MAR_D23318_52",0
1772,"Vlietlust","GAA_Bibliotheek_M165",0
1773,"Vlietlust","VOC_152_11419",0
1774,"Vlijt","VOC_152_11435",0
1775,"Vr. Elisabeth & Anna Catherina","GAA_Bibliotheek_M951_78",0
1776,"Vrede","MAR_D23318_116",0
1777,"Vreedenburg","VOC_152_5141",0
1778,"Vreedenburg","VOC_152_5141",1
1779,"Vrouw Maria Cornelia","VOC_152_11434",0
1780,"Vrouw Maria Geertruida","WIC_115_1023",0
1781,"Vrouwe Anthonetta Coenrardina","MMR_VOC_H491",0
1782,"Vrouwe Cornelia Hillegonda","VOC_152_5135",0
1783,"Vrouwe Johanna Catharina","MMR_WAE187",0
1784,"Vrouwe Johanna Cores","MCC_20_1202",0
1785,"Vrouwe Johanna Cores","MCC_20_1208",0
1786,"Vrouwe Johanna Cores","MCC_20_1217",0
1787,"Vrouwe Johanna Cores","MCC_20_1234",0
1788,"Vrouwe Johanna Cores","MCC_20_1239",0
1789,"Vrouwe Johanna Cores","MCC_20_1246",0
1790,"Vrouwe Johanna Cores","MCC_20_1252",0
1791,"Vrouwe Margaretha Maria","VOC_152_5136",0
1792,"Vrouwe Maria","MAR_D23318_42",0
1793,"Vrouwe Maria","MAR_D23318_43",0
1794,"Vulture","NMM ADM/L/V124",0
1795,"Walmer Castle","BL L/MAR/B/181D",0
1796,"Walmer Castle","BL L/MAR/B/181E",0
1797,"Walpole","BL L/MAR/B/293H",0
1798,"Walpole","BL L/MAR/B/293M",0
1799,"Walpole","BL L/MAR/B/293N",0
1800,"Walpole","BL L/MAR/B/293Q",0
1801,"Walpole","BL L/MAR/B/293R",0
1802,"Walvisch","Extract O, Reis 24, p.233-246",0
1803,"Walvisch","Extract O, Reis 26, p.262-273",0
1804,"Walvisch","Extract O, Reis 28",0
1805,"Walvisch","Extract P, Reis 2",0
1806,"Walvisch","Extract P, Reis 5 pp. 51-60",0
1807,"Walvisch","Extract P, Reis 7, pp 70-78",0
1808,"Warley","NMM DUD/14",0
1809,"Warley","NMM DUD/15",0
1810,"Warren","BL L/MAR/B/571",0
1811,"Warren Hastings","NMM LOG/C/31",0
1812,"Warwick","NMM ADM/L/W26",0
1813,"Warwick","NMM ADM/L/W28",0
1814,"Wassenaar","ADM_177_1203",0
1815,"Watergeus","Extract Y, Reis 30. pp 271-279",0
1816,"Waterloo","MAR_D23905_4897",0
1817,"Weazle","NMM ADM/L/W162",0
1818,"Weazle","NMM ADM/L/W164",0
1819,"Weazle","NMM ADM/L/W45",0
1820,"Weazle","NMM ADM/L/W46",0
1821,"Welgeleegen","GAA_Bibliotheek_M951_59",0
1822,"Welmeenende","MCC_20_1302",0
1823,"Welmeenende","MCC_20_1312",0
1824,"Wesel","VOC_152_5089",0
1825,"Westerveld","GAA_Bibliotheek_M951_79",0
1826,"Westerveld","VOC_152_11418",0
1827,"Weymouth","NMM ADM/L/W64",0
1828,"Wilhelmina","ADM_180_VII-2",0
1829,"Wilhelmina","MAR_D23905_4918",0
1830,"Wilhelmina en Maria","I-225",0
1831,"Wilhelmina Lucia","Extract M, Reis 34 pp. 117-124",0
1832,"Willem","Extract W, Reis 19, pp 135-144",0
1833,"Willem Barendsz","Extract 15+, Reis 65a, p83-92",0
1834,"Winchelsea","NMM ADM/L/W92",0
1835,"Windham","NMM UPN/S",0
1836,"Windhond","ADM_177_1200",0
1837,"Windhond","MAR_D23905_4961",0
1838,"Witte Cornelisz de Wit","Extract 15+, Reis 58",0
1839,"Wolf","MAR_D23318_104",0
1840,"Woolwich","NMM ADM/L/W147",0
1841,"Woolwich","NMM ADM/L/W148",0
1842,"Woolwich","NMM ADM/L/W153",0
1843,"Worcester","BL L/MAR/B/278D",0
1844,"Worcester","BL L/MAR/B/278E",0
1845,"Worcester","BL L/MAR/B/278F",0
1846,"Worcester","BL L/MAR/B/278G",0
1847,"Yarmouth","NMM ADM/L/W183",0
1848,"York","BL L/MAR/B/237K",0
1849,"York","BL L/MAR/B/237L",0
1850,"York","BL L/MAR/B/237M",0
1851,"York","BL L/MAR/B/237O",0
1852,"Ystroom","VOC_152_11432",0
1853,"Zaan","MAR_D23905_5095",0
1854,"Zaan","Extract E, Reis 6",1
1855,"Zaan","Extract 1+, Reis 1",2
1856,"Zanggodin","MCC_20_1369",0
1857,"Zanggodin","MCC_20_1385",0
1858,"Zanggodin","MCC_20_1391",0
1859,"Zeeland","VOC_152_11426",0
1860,"Zeemercuur","MCC_20_1405",0
1861,"Zeepaard","MMR_VOC_H494",0
1862,"Zeeuw","Extract T, Reis 19a",0
1863,"Zeeuw","Extract T, Reis 19b",0
1864,"Zephyr","ADM_177_1161",0
1865,"Zephyr","ADM_177_1185",0
1866,"Zwaan","VOC_152_11431",0
1867,"Zwaluw","ADM_177_2421",0
1868,"Zwaluw","MAR_D23905_5332",0
1869,"Zwaluw","MAR_D23905_5334",0
1870,"Zwaluw","MAR_D23905_5335",0
1871,"Zwaluw","MAR_D23905_5337",0
1872,"Zwaluw","MAR_D23905_5366",0
1873,"Zwaluw","Extract V, Reis 1, pp 4-7",1
